file, line number,spanish prep found,index of spanish prep,code,original Spanish,original English,Column1
murder.txt,4976,para,,PU,Estoy aquÌ en nombre de Andy Ronson. para invitarte a su Retiro 2023.,I'm here on Andy Ronson's behalf to invite you to his 2023 Retreat.,
murder.txt,4977,a,,DE,Estoy aquÌ en nombre de Andy Ronson. para invitarte a su Retiro 2023.,I'm here on Andy Ronson's behalf to invite you to his 2023 Retreat.,
murder.txt,4991,en,,MO,Estoy aquÌ en nombre de Andy Ronson. para invitarte a su Retiro 2023.,I'm here on Andy Ronson's behalf to invite you to his 2023 Retreat.,
murder.txt,4995,de,,,Estoy aquÌ en nombre de Andy Ronson. para invitarte a su Retiro 2023.,I'm here on Andy Ronson's behalf to invite you to his 2023 Retreat.,
murder.txt,5020,de,,SP,Una pequeÒa reuniÛn de mentes.,A small gathering of minds.,
murder.txt,5026,para,,PU,Un simposio para discutir el papel de la tecnologÌa para garantizar un futuro humano.,A symposium to discuss technology's role in ensuring a human future.,
murder.txt,5045,de,,POS,Un simposio para discutir el papel de la tecnologÌa para garantizar un futuro humano.,A symposium to discuss technology's role in ensuring a human future.,
murder.txt,5116,en,,TD,El aviÛn sale en dos semanas y regresa la semana siguiente.,The plane departs in two weeks and returns the week after.,
murder.txt,5127,a,,DE,øTe importarÌa unirte a nosotros Darby?,Would you care to join us Darby?,
murder.txt,5343,sin,,AD,Andy me presentÛ cosas. que a mÌ tambiÈn me han dejado sin palabras.,Andy's introduced me to things that have left me speechless too.,
murder.txt,5349,sin,,AD,Andy me presentÛ cosas. que a mÌ tambiÈn me han dejado sin palabras.,Andy's introduced me to things that have left me speechless too.,
murder.txt,5420,de,,AT,"La ""Primavera"" de Vivaldi.","Vivaldi's ""Spring.""",
murder.txt,5470,de,,AT,Las obras completas de Borges.,The collected works of Borges.,
murder.txt,5495,de,,SP,El programa de televisiÛn Los Simpson.,The television program The Simpsons.,
murder.txt,5541,en,,MO,Me lo tomÈ en exceso cuando me sacaron las muelas del juicio.,I binged it when I got my wisdom teeth out.,
murder.txt,5567,con,,COM,SentÌas un parentesco con Lisa.,You felt a kinship to Lisa.,
murder.txt,5591,en,,SS,Es dificil siendo la persona m·s inteligente en la mayorÌa de las habitaciones.,It's hard being the smartest person in most rooms.,
murder.txt,5595,de,,SP,Es dificil siendo la persona m·s inteligente en la mayorÌa de las habitaciones.,It's hard being the smartest person in most rooms.,
murder.txt,5682,durante,,IS,No te sentir·s solo durante el retiro.,You won't be lonely on the retreat.,
murder.txt,5745,de,,TO,Estoy seguro de que encontrar·s a los dem·s asistentes al retiro. Tan fascinante como Lisa Simpson.,I'm sure you'll find the other attendees of the retreat just as fascinating as Lisa Simpson.,
murder.txt,5746,al,,SP,Estoy seguro de que encontrar·s a los dem·s asistentes al retiro. Tan fascinante como Lisa Simpson.,I'm sure you'll find the other attendees of the retreat just as fascinating as Lisa Simpson.,
murder.txt,5775,por,,ID,Por supuesto.,Of course.,
murder.txt,5801,para,,PE,Su trabajo es de gran interÈs tanto para Lee como para Andy.,Your work is of great interest to both Lee and Andy.,
murder.txt,5801,para,,PE,Su trabajo es de gran interÈs tanto para Lee como para Andy.,Your work is of great interest to both Lee and Andy.,
murder.txt,5820,de,,PE,Su trabajo es de gran interÈs tanto para Lee como para Andy.,Your work is of great interest to both Lee and Andy.,
murder.txt,6016,en,,SS,øEst·s en el trabajo?,Uh you at work?,
murder.txt,6066,en,,SS,M˙ltiples laceraciones en el cuello.,Multiple neck lacerations.,
murder.txt,6295,de,,RS,øMagulladuras alrededor del punto de entrada?,Bruising around point of entry?,
murder.txt,6427,a,,DE,Andy Ronson Me invitÛ a un retiro.,Andy Ronson invited me on a retreat.,
murder.txt,6595,de,,SP,No lo sÈ creo que es como una conferencia de tecnologÌa.,I don't know I think it's like a-a tech conference.,
murder.txt,6650,por,,CA,Por seguridad.,For security.,
murder.txt,6745,de,,RE,Bueno estoy orgulloso de ti chico.,Well uh I'm proud of you kiddo.,
murder.txt,6752,a,,XXXX,Y t√∫ te vas a ir ¬øverdad?,And you you're gonna go right?,
murder.txt,6791,en,,SS,Um bueno quiero decir la ˙ltima y ˙nica vez. que estaba en un aviÛn tuve un ataque de p·nico.,Um well I mean the last and only time that I was on a plane I had a panic attack.,
murder.txt,6795,de,,SP,Um bueno quiero decir la ˙ltima y ˙nica vez. que estaba en un aviÛn tuve un ataque de p·nico.,Um well I mean the last and only time that I was on a plane I had a panic attack.,
murder.txt,6842,con,,CO,No soy muy bueno con gente nueva pero um,I'm not great around new people but um,
murder.txt,6852,a,,RE,Quiero decir øpuedes decirle que no a Andy Ronson?,I mean can you say no to Andy Ronson?,
murder.txt,6995,de,,,Me ocuparÈ de que esto se incluya.,I'll see that this gets on board.,
murder.txt,7016,en,,SS,Oh um no puedo ponerlo en el compartimento.,Oh um no I can put it in the compartment.,
murder.txt,7050,por,,ID,Ah por supuesto pero no hay compartimentos superiores.,Oh of course but there are no overhead compartments.,
murder.txt,7166,en,,SS,Estabas en mi lectura.,You were at my reading.,
murder.txt,7202,a,,DE,Me alegra que puedas unirte a nosotros.,Glad you could join us.,
murder.txt,7226,para,,,Trabajo para el Sr. Ronson.,I work for Mr. Ronson.,
murder.txt,7270,de,,SP,Soy su jefe personal de seguridad.,I'm his personal head of security.,
murder.txt,7295,de,,SP,Ahora si no te importa tenemos un r·pido control de salud antes de abordar.,Now if you don't mind we have a quick health check before you board.,
murder.txt,7320,de,,SP,SÛlo un formulario de consentimiento est·ndar.,Just a uh standard consent form.,
murder.txt,7326,para,,PU,HarÈ un control r·pido de temperatura para abordar.,I'll be doing a quick temperature check to board.,
murder.txt,7345,de,,SP,HarÈ un control r·pido de temperatura para abordar.,I'll be doing a quick temperature check to board.,
murder.txt,7401,para,,PU,Est·is todos listos para empezar.,You're all good to go.,
murder.txt,7477,a,,RE,Bienvenido a bordo.,Welcome aboard.,
murder.txt,7621,al,,TO,SÛlo quiero ser sincero al respecto.,Just want to be upfront about that.,
murder.txt,7641,en,,SS,Est·s en la zona de chapoteo.,You're in the splash zone.,
murder.txt,7645,de,,SP,Est·s en la zona de chapoteo.,You're in the splash zone.,
murder.txt,7882,durante,,IS,Durante aÒos he estado...,For years I've been...,
murder.txt,7914,sobre,,TO,He estado intentando desarrollar una pelÌcula sobre todas las mujeres negras desaparecidas en DC,I've been trying to develop a film about all the missing Black women in D.C.,
murder.txt,7916,en,,SS,He estado intentando desarrollar una pelÌcula sobre todas las mujeres negras desaparecidas en DC,I've been trying to develop a film about all the missing Black women in D.C.,
murder.txt,7945,de,,SO,De ahÌ soy.,That's where I'm from.,
murder.txt,8045,de,,SP,Soy un gran admirador de tus pelÌculas.,I'm a great fan of your films.,
murder.txt,8070,de,,TO,Soy consciente de que.,I appreciate that.,
murder.txt,8170,de,,POS,"LA Times la llamÛ ""Sherlock Holmes de la GeneraciÛn Z"".","L.A. Times called her ""Gen Z's Sherlock Holmes.""",
murder.txt,8270,de,,CO,Soy mayor de lo que parezco.,I'm older than I look.,
murder.txt,8414,sobre,,RS,Quiero decir caminaste sobre la luna.,I mean you walked on the moon.,
murder.txt,8495,de,,RT,Todo esto es fascinante pero necesito estar dormido antes de que el aviÛn se mueva.,This is all fascinating but I need to be asleep before the plane moves.,
murder.txt,8570,de,,MO,No estoy de acuerdo.,Disagree.,
murder.txt,8600,por,,AT,Adivina quiÈn est· invitado por quiÈn.,Guess who's invited by who.,
murder.txt,8650,por,,AT,Cinco invitados por Andy cuatro por...,Five invited by Andy four by...,
murder.txt,8701,para,,PE,En los viejos tiempos la distinciÛn entre constructores y no constructores Era muy importante para Andy. Oh øquÈ son los constructores?,Back in the old days the distinction between builders and non-builders was very important to Andy. Oh what's um what's builders?,
murder.txt,8715,entre,,RS,En los viejos tiempos la distinciÛn entre constructores y no constructores Era muy importante para Andy. Oh øquÈ son los constructores?,Back in the old days the distinction between builders and non-builders was very important to Andy. Oh what's um what's builders?,
murder.txt,8716,en,,IT,En los viejos tiempos la distinciÛn entre constructores y no constructores Era muy importante para Andy. Oh øquÈ son los constructores?,Back in the old days the distinction between builders and non-builders was very important to Andy. Oh what's um what's builders?,
murder.txt,8726,para,,PU,Personas que crean empresas para resolver problemas. crear valor real.,People who create companies to solve problems create actual value.,
murder.txt,8750,por,,ID,Su telÈfono celular por favor.,Your cell phone please.,
murder.txt,8850,por,,ID,Por supuesto.,Of course.,
murder.txt,8920,de,,,Esto es como la mitad de mi cerebro.,This is like half my brain.,
murder.txt,8951,para,,PU,es para que puedas disfrutar una experiencia sin dispositivos.,It's so you can enjoy a device-free experience.,
murder.txt,8968,sin,,AD,es para que puedas disfrutar una experiencia sin dispositivos.,It's so you can enjoy a device-free experience.,
murder.txt,8974,sin,,AD,es para que puedas disfrutar una experiencia sin dispositivos.,It's so you can enjoy a device-free experience.,
murder.txt,9020,de,,SP,Le darÈ el mÌo al jefe de mi seguridad.,I'll give mine to the head of my security.,
murder.txt,9021,al,,RE,Le darÈ el mÌo al jefe de mi seguridad.,I'll give mine to the head of my security.,
murder.txt,9069,contra,,RS,Ya sabes Andy ha tenido m·s atentados contra su vida que cualquier jefe de Estado.,You know Andy's had more attempts on his life than any head of state.,
murder.txt,9070,de,,SP,Ya sabes Andy ha tenido m·s atentados contra su vida que cualquier jefe de Estado.,You know Andy's had more attempts on his life than any head of state.,
murder.txt,9076,para,,,Andy simplemente tiene talento para lo dram·tico.,Andy's just got a flair for the dramatic.,
murder.txt,9220,de,,,El piloto vestÌa un jersey de cuello alto y un chaleco de plumas.,The pilot was wearing a turtleneck and a down vest.,
murder.txt,9355,bajo,,RS,Ese no serÌa el Bill Farrah. que hace arte bajo el seudÛnimo de FANGS øno?,That wouldn't happen to be the Bill Farrah that makes art under the pseudonym FANGS would it?,
murder.txt,9370,de,,,Ese no serÌa el Bill Farrah. que hace arte bajo el seudÛnimo de FANGS øno?,That wouldn't happen to be the Bill Farrah that makes art under the pseudonym FANGS would it?,
murder.txt,9441,en,,IT,Pero quiero decir no hemos hablado en seis aÒos asÌ que...,But I mean we haven't spoken in six years so...,
murder.txt,9545,de,,,øPodrÌa darme algo de lo que tengas?,Could I have some of whatever you've got?,
murder.txt,9602,a,,XXXX,Pens√© que √≠bamos a morir.,I thought we were going to die.,
murder.txt,9670,de,,,Son las 6:46 aquÌ de la maÒana.,It's 6:46 here in the a.m.,
murder.txt,9691,en,,SS,Menos siete grados centÌgrados en el suelo.,Minus seven degrees Celsius on the ground.,
murder.txt,9751,para,,PU,Tus coches est·n esperando para llevarte al valle de Fljot.,Your cars are waiting to take you to Fljot Valley.,
murder.txt,9770,de,,,Tus coches est·n esperando para llevarte al valle de Fljot.,Your cars are waiting to take you to Fljot Valley.,
murder.txt,9771,al,,DE,Tus coches est·n esperando para llevarte al valle de Fljot.,Your cars are waiting to take you to Fljot Valley.,
murder.txt,9777,a,,DE,Bienvenido a Islandia.,Welcome to Iceland.,
murder.txt,9802,a,,DE,øEs de mala educaciÛn preguntar a quÈ te dedicas?,Is it rude to ask what you do?,figurative momentum a la Banic
murder.txt,9820,de,,,øEs de mala educaciÛn preguntar a quÈ te dedicas?,Is it rude to ask what you do?,
murder.txt,9866,en,,SS,En China. En Yinchuan.,In China. In Yinchuan.,
murder.txt,9866,en,,SS,En China. En Yinchuan.,In China. In Yinchuan.,
murder.txt,9895,de,,,Est· cerca de Beijing.,Uh it's near Beijing.,
murder.txt,9901,para,,PU,øEst·s aquÌ para vender libros?,You're here to sell books?,
murder.txt,9976,para,,PU,Ya sabes De hecho estoy aquÌ para conocer a Lee Andersen.,You know um I'm actually here to meet Lee Andersen.,
murder.txt,9995,de,,,Ya sabes De hecho estoy aquÌ para conocer a Lee Andersen.,You know um I'm actually here to meet Lee Andersen.,
murder.txt,10045,de,,,Nos acercamos al valle de Fljot.,We're approaching the Fljot Valley.,
murder.txt,10046,al,,DE,Nos acercamos al valle de Fljot.,We're approaching the Fljot Valley.,
murder.txt,10195,de,,,Bienvenidos al valle de Fljot.,Welcome to the Fljot Valley.,
murder.txt,10196,al,,DE,Bienvenidos al valle de Fljot.,Welcome to the Fljot Valley.,
murder.txt,10226,para,,PU,Si necesitas algo durante tu estancia tenga en cuenta que todos estamos aquÌ para ayudar.,If you need anything throughout your stay please know that we are all here to help.,
murder.txt,10232,durante,,IS,Si necesitas algo durante tu estancia tenga en cuenta que todos estamos aquÌ para ayudar.,If you need anything throughout your stay please know that we are all here to help.,
murder.txt,10241,en,,ID,Si necesitas algo durante tu estancia tenga en cuenta que todos estamos aquÌ para ayudar.,If you need anything throughout your stay please know that we are all here to help.,
murder.txt,10295,de,,,Esta es tu llave de anillo.,This is your ring key.,
murder.txt,10302,a,,DE,Te permitir· entrar a tu habitaciÛn asÌ como el spa los baÒos interiores y exteriores.,It will grant you entry into your room as well as the spa the baths indoors and out.,
murder.txt,10325,por,,ID,Por supuesto hay secciones privadas del hotel y tu anillo no te permitir· acceder a ellos.,Of course there are private sections of the hotel and your ring will not grant you access to those.,
murder.txt,10327,a,,DE,Por supuesto hay secciones privadas del hotel y tu anillo no te permitir· acceder a ellos.,Of course there are private sections of the hotel and your ring will not grant you access to those.,figurative momentum a la Banic
murder.txt,10377,a,,RS,Justo en lo alto de las escaleras a la derecha.,Just at the top of the stairs to the right.,
murder.txt,10391,en,,SS,Justo en lo alto de las escaleras a la derecha.,Just at the top of the stairs to the right.,
murder.txt,10395,de,,,Justo en lo alto de las escaleras a la derecha.,Just at the top of the stairs to the right.,
murder.txt,10450,por,,ID,Por favor por aquÌ.,Please this way.,
murder.txt,10591,en,,TO,øLe puedo ayudar en algo?,How can I help you?,
murder.txt,10645,de,,,Soy tu asistente de IA.,I'm your AI assistant.,
murder.txt,10727,a,,DE,Le entreguÈ la invitaciÛn a Andy.,I delivered Andy's invitation.,
murder.txt,10770,de,,,Estamos contentos de que estÈn aquÌ.,We're glad you're here.,
murder.txt,10776,para,,PU,Andy ve esto como una prueba ·rtica para mi desarrollo.,Andy sees this as an arctic test run for my development.,
murder.txt,10851,para,,PU,La cafeÌna es buena para el desfase horario.,Caffeine is good for jet lag.,
murder.txt,11016,en,,SS,Puedes habilitar la proyecciÛn. o puedes probar Ronson Vision en tu mesa de noche.,You can enable projection or you can try out Ronson Vision on your nightstand.,
murder.txt,11020,de,,,Puedes habilitar la proyecciÛn. o puedes probar Ronson Vision en tu mesa de noche.,You can enable projection or you can try out Ronson Vision on your nightstand.,
murder.txt,11077,a,,PU,Te ayudarÈ a conocer el hotel y puedo repasar el itinerario de los prÛximos cinco dÌas.,I'll help you get to know the hotel and I can go over the itinerary for the next five days.,
murder.txt,11095,de,,,Te ayudarÈ a conocer el hotel y puedo repasar el itinerario de los prÛximos cinco dÌas.,I'll help you get to know the hotel and I can go over the itinerary for the next five days.,
murder.txt,11101,para,,,øQuÈ hay en el programa para esta noche?,What's on the schedule for tonight?,
murder.txt,11116,en,,SS,øQuÈ hay en el programa para esta noche?,What's on the schedule for tonight?,
murder.txt,11145,de,,,Una cena de bienvenida.,A welcome dinner.,
murder.txt,11152,a,,RS,øQuieres conocer las biografÌas? de los invitados sentados a cada lado tuyo?,Would you like to know the biographies of the guests seated to either side of you?,
murder.txt,11170,de,,,øQuieres conocer las biografÌas? de los invitados sentados a cada lado tuyo?,Would you like to know the biographies of the guests seated to either side of you?,
murder.txt,11202,a,,RS,A tu izquierda estar· David √Ålvarez Nacido en Argentina.,To your left will be David Alvarez born in Argentina.,
murder.txt,11216,en,,SS,A tu izquierda estar· David √Ålvarez Nacido en Argentina.,To your left will be David Alvarez born in Argentina.,
murder.txt,11226,para,,RE,En la Lista Midas de la revista Forbes para los diez principales capitalistas de riesgo.,On Forbes magazine's Midas List for top ten venture capitalists.,
murder.txt,11241,en,,SS,En la Lista Midas de la revista Forbes para los diez principales capitalistas de riesgo.,On Forbes magazine's Midas List for top ten venture capitalists.,
murder.txt,11245,de,,,En la Lista Midas de la revista Forbes para los diez principales capitalistas de riesgo.,On Forbes magazine's Midas List for top ten venture capitalists.,
murder.txt,11314,sobre,,TO,Sotavento. LeÌ sobre su activismo en Brasil.,Lee. I read about your activism in Brazil.,
murder.txt,11316,en,,SS,Sotavento. LeÌ sobre su activismo en Brasil.,Lee. I read about your activism in Brazil.,
murder.txt,11441,en,,SS,Dimos una verdadera pelea en Paragominas.,We put up a real fight in Paragominas.,
murder.txt,11451,para,,,Sabes yo tenÌa una reputaciÛn en ese momento para conseguir financiaciÛn para los grupos eso realmente podrÌa socavar a los madereros.,You know I had a reputation at that point for getting funding to the groups that could really undermine the loggers.,
murder.txt,11466,en,,ST,Sabes yo tenÌa una reputaciÛn en ese momento para conseguir financiaciÛn para los grupos eso realmente podrÌa socavar a los madereros.,You know I had a reputation at that point for getting funding to the groups that could really undermine the loggers.,
murder.txt,11492,con,,ME,Con la aplicaciÛn deepfake,With the deepfake app,
murder.txt,11566,en,,IS,Y est·s en Internet asÌ que ni siquiera necesito una muestra de tu voz.,And you're all over the Internet so I don't even need a sample of your voice.,
murder.txt,11570,de,,SP,Y est·s en Internet asÌ que ni siquiera necesito una muestra de tu voz.,And you're all over the Internet so I don't even need a sample of your voice.,
murder.txt,11627,a,,DE,Me voy a Marte perras.,I'm going to Mars bitches.,
murder.txt,11720,de,,,Dame algo de crÈdito.,Give me some credit.,
murder.txt,11827,a,,XXXX,No fue un grupo f√°cil de reunir As√≠ que los pr√≥ximos d√≠as van a ser muy valiosos.,This was not an easy group to assemble so the next few days are going to be very precious.,
murder.txt,11845,de,,PU,No fue un grupo f·cil de reunir AsÌ que los prÛximos dÌas van a ser muy valiosos.,This was not an easy group to assemble so the next few days are going to be very precious.,
murder.txt,11901,para,,PU,Me presionÛ mucho para que me acompaÒara a cenar.,He lobbied me very hard to join us for dinner.,
murder.txt,11902,a,,PU,Me presionÛ mucho para que me acompaÒara a cenar.,He lobbied me very hard to join us for dinner.,
murder.txt,11966,en,,SS,Espero que todos os sint·is como en casa aquÌ.,I hope you all feel at home here.,
murder.txt,11976,para,,PU,Andy eligiÛ este valle para las aguas termales Entonces si se unen a nosotros para tomar un baÒo despuÈs de cenar Puedo prometerte que dormir·s como un bebÈ esta noche.,Andy picked this valley for the hot springs so if you all join us for a soak after dinner I can promise you you will sleep like a baby tonight.,
murder.txt,11995,de,,,Andy eligiÛ este valle para las aguas termales Entonces si se unen a nosotros para tomar un baÒo despuÈs de cenar Puedo prometerte que dormir·s como un bebÈ esta noche.,Andy picked this valley for the hot springs so if you all join us for a soak after dinner I can promise you you will sleep like a baby tonight.,
murder.txt,12017,con,,COM,mi esposa dice Esta es la ˙nica manera que conozco de tomarme unas vacaciones. que es b·sicamente seguir trabajando sÛlo que con otras personas.,My wife says this is the only way I know how to take a vacation which is basically to keep working just with other people.,
murder.txt,12020,de,,,mi esposa dice Esta es la ˙nica manera que conozco de tomarme unas vacaciones. que es b·sicamente seguir trabajando sÛlo que con otras personas.,My wife says this is the only way I know how to take a vacation which is basically to keep working just with other people.,
murder.txt,12039,sobre,,TO,Como siempre ella es muy precisa sobre mis vicios.,As always she is very accurate about my vices.,
murder.txt,12050,por,,CA,Por eso me casÈ con ella.,That's why I married her.,
murder.txt,12067,con,,COA,Por eso me casÈ con ella.,That's why I married her.,
murder.txt,12132,durante,,IS,He conocido a algunos de mis amigos m·s cercanos. durante estos retiros.,I've met some of my closest friends during these retreats.,
murder.txt,12145,de,,,He conocido a algunos de mis amigos m·s cercanos. durante estos retiros.,I've met some of my closest friends during these retreats.,
murder.txt,12170,de,,SO,Y algunas innovaciones increÌbles. han surgido de esos encuentros.,And some incredible innovations have come about from those encounters.,
murder.txt,12192,con,,ME,Realmente es sorprendente lo que la gente puede ofrecer al mundo. con el apoyo adecuado.,It really is amazing what people can offer the world with proper support.,
murder.txt,12196,al,,RE,Realmente es sorprendente lo que la gente puede ofrecer al mundo. con el apoyo adecuado.,It really is amazing what people can offer the world with proper support.,
murder.txt,12217,con,,POS,Estoy saliendo del aislamiento de los ˙ltimos aÒos con un par de sorpresas.,I'm emerging from the isolation of the past few years with a couple of surprises.,
murder.txt,12220,de,,MO,Estoy saliendo del aislamiento de los ˙ltimos aÒos con un par de sorpresas.,I'm emerging from the isolation of the past few years with a couple of surprises.,
murder.txt,12266,en,,ST,Est· en la fase beta. pero creo que su introducciÛn al mundo podrÌa ser una especie de revelaciÛn.,He's in the beta phase but I think his introduction to the world could be something of a revelation.,
murder.txt,12270,de,,,Est· en la fase beta. pero creo que su introducciÛn al mundo podrÌa ser una especie de revelaciÛn.,He's in the beta phase but I think his introduction to the world could be something of a revelation.,
murder.txt,12271,al,,RE,Est· en la fase beta. pero creo que su introducciÛn al mundo podrÌa ser una especie de revelaciÛn.,He's in the beta phase but I think his introduction to the world could be something of a revelation.,
murder.txt,12401,para,,,Ahora ustedes son las primeras personas para quedarme en este hotel.,Now you're the first people to stay in this hotel.,
murder.txt,12416,en,,SS,Ahora ustedes son las primeras personas para quedarme en este hotel.,Now you're the first people to stay in this hotel.,
murder.txt,12425,por,,CA,Y la razÛn por la que lo construÌ es porque creo estamos en uno de los ˙ltimos verdaderos Quedaron grandes ·reas de desierto.,And the reason that I built it is because I believe we're in one of the last true great areas of wilderness left.,
murder.txt,12441,en,,SS,Y la razÛn por la que lo construÌ es porque creo estamos en uno de los ˙ltimos verdaderos Quedaron grandes ·reas de desierto.,And the reason that I built it is because I believe we're in one of the last true great areas of wilderness left.,
murder.txt,12445,de,,CA,Y la razÛn por la que lo construÌ es porque creo estamos en uno de los ˙ltimos verdaderos Quedaron grandes ·reas de desierto.,And the reason that I built it is because I believe we're in one of the last true great areas of wilderness left.,
murder.txt,12450,por,,ID,No por favor no le des eso.,No please don't give him that.,
murder.txt,12545,de,,,Cuando este pequeÒo tenga 18 aÒos este planeta que llamamos hogar podrÌa haber superado el punto de no retorno.,By the time this little one is 18 this planet that we call home could be past the point of no return.,
murder.txt,12551,para,,,200 millones de refugiados clim·ticos proyectados para 2050.,200 million climate refugees projected by 2050.,
murder.txt,12570,de,,,200 millones de refugiados clim·ticos proyectados para 2050.,200 million climate refugees projected by 2050.,
murder.txt,12575,por,,CA,26 billones en daÒos por tormentas incendios forestales y sequÌas para 2070.,26 trillion in damages by storms wildfires and droughts by 2070.,
murder.txt,12576,para,,,26 billones en daÒos por tormentas incendios forestales y sequÌas para 2070.,26 trillion in damages by storms wildfires and droughts by 2070.,
murder.txt,12591,en,,MO,26 billones en daÒos por tormentas incendios forestales y sequÌas para 2070.,26 trillion in damages by storms wildfires and droughts by 2070.,
murder.txt,12652,a,,RT,Margaret Atwood dijo en un artÌculo que cuanto m·s nos acerquemos a la crisis clim·tica cuantas menos opciones tengamos pero todavÌa tenemos algunos y tenemos que empezar a hacerlos.,Margaret Atwood said in an article that the nearer we get to the climate crisis the fewer choices we have but we still have some and we have to start making them.,
murder.txt,12666,en,,SS,Margaret Atwood dijo en un artÌculo que cuanto m·s nos acerquemos a la crisis clim·tica cuantas menos opciones tengamos pero todavÌa tenemos algunos y tenemos que empezar a hacerlos.,Margaret Atwood said in an article that the nearer we get to the climate crisis the fewer choices we have but we still have some and we have to start making them.,
murder.txt,12692,con,,CO,Algunos de ustedes son tecnÛlogos Algunos de ustedes son profundamente crÌticos con la tecnologÌa.,Now some of you are technologists some of you are deeply critical of technology.,
murder.txt,12695,de,,,Algunos de ustedes son tecnÛlogos Algunos de ustedes son profundamente crÌticos con la tecnologÌa.,Now some of you are technologists some of you are deeply critical of technology.,
murder.txt,12716,en,,SS,Algunos de ustedes tienen tÌtulos de diseÒador algunos de ustedes abandonaron la universidad como lo hice yo pero todos los que est·n sentados aquÌ en esta mesa es un pensador original.,Some of you have designer degrees some of you dropped out of college like I did but everyone sitting here at this table is an original thinker.,
murder.txt,12720,de,,,Algunos de ustedes tienen tÌtulos de diseÒador algunos de ustedes abandonaron la universidad como lo hice yo pero todos los que est·n sentados aquÌ en esta mesa es un pensador original.,Some of you have designer degrees some of you dropped out of college like I did but everyone sitting here at this table is an original thinker.,
murder.txt,12725,por,,CA,Por eso est·s aquÌ.,That's why you're here.,
murder.txt,12792,con,,CO,Oliver trabajando con robÛtica eso va m·s all· de la ciencia ficciÛn que leÌa cuando era niÒo.,Oliver doing work with robotics that is beyond the science fiction I read as a kid.,
murder.txt,12795,de,,,Oliver trabajando con robÛtica eso va m·s all· de la ciencia ficciÛn que leÌa cuando era niÒo.,Oliver doing work with robotics that is beyond the science fiction I read as a kid.,
murder.txt,12802,a,,DE,Ziba fue pionero en el uso de cifrado de mensajes de extremo a extremo en su activismo en Ir·n.,Ziba pioneered the use of message end-to-end encryption in her activism in Iran.,
murder.txt,12816,en,,SS,Ziba fue pionero en el uso de cifrado de mensajes de extremo a extremo en su activismo en Ir·n.,Ziba pioneered the use of message end-to-end encryption in her activism in Iran.,
murder.txt,12820,de,,,Ziba fue pionero en el uso de cifrado de mensajes de extremo a extremo en su activismo en Ir·n.,Ziba pioneered the use of message end-to-end encryption in her activism in Iran.,
murder.txt,12841,en,,TO,Y Sian que empezÛ como mÈdico podrÌa ser quien nos salve a todos con su investigaciÛn en la idea de colonizar la luna.,And Sian who started off as a doctor could be the one to save us all with her research into the idea of colonizing the moon.,
murder.txt,12842,con,,ME,Y Sian que empezÛ como mÈdico podrÌa ser quien nos salve a todos con su investigaciÛn en la idea de colonizar la luna.,And Sian who started off as a doctor could be the one to save us all with her research into the idea of colonizing the moon.,
murder.txt,12845,de,,,Y Sian que empezÛ como mÈdico podrÌa ser quien nos salve a todos con su investigaciÛn en la idea de colonizar la luna.,And Sian who started off as a doctor could be the one to save us all with her research into the idea of colonizing the moon.,
murder.txt,12871,al,,RE,Todos los que he invitado aquÌ tiene algo extraordinario ofrecer al grupo.,Everyone I've invited here has something extraordinary to offer the group.,
murder.txt,12920,de,,,No tengo idea de lo que est·s haciendo aquÌ.,I have no idea what you're doing here.,
murder.txt,13616,en,,MO,Um sÌ momento perfecto en realidad øsabes?,Um yeah perfect timing actually you know?,
murder.txt,13642,con,,CO,He estado teniendo algunos problemas con mi pecho con este frÌo.,I've been having some trouble with my chest in this cold.,
murder.txt,13751,para,,,Eres joven para ser mÈdico.,You're young to be a doctor.,
murder.txt,13966,en,,MO,øEn realidad?,Really?,
murder.txt,13976,para,,PU,Toma dÈjame darte algo para ayudarte.,Here let me give you something to help.,
murder.txt,14095,de,,,De nada.,You're welcome.,
murder.txt,14342,con,,COA,He estado pasando el rato aquÌ esperando encontrarme con FANGS.,I've been hanging out here hoping to run into FANGS.,
murder.txt,14366,en,,SS,No puedo creer que estÈ en este retiro.,I can't believe he's at this retreat.,
murder.txt,14382,durante,,IS,Bueno estoy moralmente en contra de este tipo de riqueza. pero he admirado su arte su trabajo durante tantos aÒos. y tratÈ de conectarme con Èl y fue imposible AsÌ que cuando oÌ que venÌa,Well I'm morally against this kind of wealth but I've admired his art h-his work for so many years and I tried to connect with him and it was impossible so when I heard he was coming,
murder.txt,14391,en,,SS,Bueno estoy moralmente en contra de este tipo de riqueza. pero he admirado su arte su trabajo durante tantos aÒos. y tratÈ de conectarme con Èl y fue imposible AsÌ que cuando oÌ que venÌa,Well I'm morally against this kind of wealth but I've admired his art h-his work for so many years and I tried to connect with him and it was impossible so when I heard he was coming,
murder.txt,14392,con,,COA,Bueno estoy moralmente en contra de este tipo de riqueza. pero he admirado su arte su trabajo durante tantos aÒos. y tratÈ de conectarme con Èl y fue imposible AsÌ que cuando oÌ que venÌa,Well I'm morally against this kind of wealth but I've admired his art h-his work for so many years and I tried to connect with him and it was impossible so when I heard he was coming,
